psmiles,Energy_Hatree,es,Isotropic_Polarizability_au,HOMO_eV,LUMO_eV,Inner_energy_correction_Hatree,Thermal_correction_to_Enthalpy_Hatree,Thermal_correction_to_Gibbs_Free_Energy_Hatree,Entropy_Hatree,Dipole_Debye,Gibbs_Free_Energy_Hatree,Enthalpy_Hatree,HOMO_LUMO_Gap_eV
*Nc1cc(S(=O)(=O)O)c(NC(=O)c2cccc(C(*)=O)c2C(=O)CC)c(S(=O)(=O)O)c1,-2240.474245,0.9177829,286.82405,-9.1774,-0.3112,0.35840812,0.00094421,0.27358769,0.08576465,11.79200854,-2240.200657,-2240.114892,8.8662
*Nc1ccc(C#N)c(C(=O)O)c1NC(=O)C(CSCCC(NC(=O)OC(C)(C)C)C(*)=O)NC(=O)OC(C)(C)C,-2247.662325,0.7475238,375.14583,-8.692,-0.2209,0.6407705699999999,0.00094421,0.53099659,0.11071819,2.605054095,-2247.131329,-2247.02061,8.4711
*Nc1cc(Br)cc(C(=O)O)c1NC(=O)c1cc(NS(=O)(=O)c2ccc(NC(C)=O)cc2)cc(C(*)=O)c1,-4605.875582,0.9537728,373.16063,-8.4323,-0.3179,0.43585004,0.00094421,0.34361764,0.09317661,7.933854884,-4605.531965,-4605.438788,8.1144
*Nc1cc(C(=O)O)cc(NC(=O)c2ccc(CNCc3ccc(C(*)=O)o3)o2)c1OC,-1464.487651,0.9961004,293.26548,-8.2946,-0.1234,0.40398812,0.00094421,0.32104174,0.08389059,8.297961968,-1464.166609,-1464.082719,8.1712
*Nc1cc(NC(=O)CC(F)(F)CC(*)=O)c(CC(=O)O)cc1Cl,-1573.655308,0.9989287,203.12364,-8.3652,0.1028,0.27781332,0.00094421,0.20651621,0.07224132,2.329920898,-1573.448792,-1573.37655,8.468
*Nc1cc(NC(=O)c2ccc(F)cc2C(*)=O)c(C(=O)O)cc1Br,-3662.033176,0.9991573,242.11883,-8.6588,-0.2962,0.25159688,0.00094421,0.18293081,0.06961028,4.775224801,-3661.850245,-3661.780634,8.3626
*Nc1cccc2c(S(=O)(=O)O)ccc(NC(=O)CC(CC(*)=O)c3ccc(C)cc3C)c12,,0.9979966,,,,0.46704169,0.00094421,0.38278416,0.08520174,6.217023206,0.38278416,0.4679859,
*Nc1nc(NC(=O)CN(CC(*)=O)C(=O)CC)c(C(=O)O)cc1Br,-3673.697835,0.9964134,230.17532,-8.6824,0.13,0.30977334,0.00094421,0.23434531,0.07637224,4.175286809,-3673.463489,-3673.387117,8.8124
*Nc1cc(NC(=O)CN(CC(*)=O)N=Cc2ccc(OCc3ccccc3)cc2)c(C#N)cc1C(=O)O,-1654.568301,0.9564718,352.27855,-8.5138,0.0314,0.48909234,0.00094421,0.39813449,0.09190207,5.728823114,-1654.170166,-1654.078264,8.5452
*Nc1ccc(F)c(C(=O)O)c1NC(=O)C(F)(F)C(F)(F)C(*)=O,-1333.2187,0.9975656,163.17704,-8.8166,-0.1226,0.20434959,0.00094421,0.13747172,0.06782209,3.268514996,-1333.081229,-1333.013406,8.694
*Nc1cc(C(=O)O)cc(NC(=O)c2cc(F)ccc2-c2ccc(F)cc2C(*)=O)c1C,-1458.227546,0.9975466,287.62139,-8.3591,-0.5629,0.36748049,0.00094421,0.28798232,0.08044239,8.099976785,-1457.939564,-1457.859121,7.7962
*Nc1ccc(C)c(NC(=O)c2cc(C(*)=O)c(C)cc2C)c1C(=O)O,-1107.25625,0.9986853,251.38266,-7.9512,-0.1374,0.35479642,0.00094421,0.28259841,0.07314222,3.749192961,-1106.973652,-1106.90051,7.8138
*Nc1cc(NC(=O)c2sc(C(*)=O)c3c2OCCO3)c(C(=O)O)cc1F,-1637.246814,0.9982039,253.06565,-8.4674,-0.3954,0.27469098,0.00094421,0.20368834,0.07194686,4.001035366,-1637.043126,-1636.971179,8.072
*Nc1ccc(S(=O)(=O)O)c(NC(=O)c2ccccc2NN=Cc2ccc(C=NNc3ccccc3C(*)=O)cc2)c1,-2184.300523,0.8168816,465.06475,-7.6987,-0.2644,0.52333065,0.00094421,0.42514651,0.09912836,6.760172382,-2183.875377,-2183.776248,7.4343
*Nc1cccc(NC(=O)c2cccc(C(*)=O)c2C)c1C(=O)O,-1028.640986,0.99944717,229.26994,-8.1725,-0.1847,0.29672522,0.00094421,0.22996371,0.06770572,4.583932432,-1028.411022,-1028.343317,7.9878
*Nc1cnc(C(=O)O)cc1NC(=O)c1c(C)oc(C)c1C(*)=O,-1081.809225,0.9979888,210.20968,-9.0081,-0.1029,0.28311562,0.00094421,0.21418101,0.06987882,7.932052913,-1081.595044,-1081.525165,8.9052
*Nc1cc(C)cc(C(=O)O)c1NC(=O)Cc1ccc(-c2ccc(CC(*)=O)cc2)cc1,,0.9993475,,,,,,,,,,,
*Nc1cc(C(=O)O)cc(NC(=O)c2cc(NS(=O)(=O)c3ccccc3)cc(C(*)=O)c2)c1C(F)(F)F,-2161.529884,0.9509604,329.6387,-8.755,-0.5212,0.39289763,0.00094421,0.30314234,0.09069949,7.387680623,-2161.226742,-2161.136042,8.2338
*Nc1cc(CCC(=O)O)cc(NC(=O)CC(S)C(*)=O)c1,-1313.686726,0.8171736,209.50872,-8.1931,0.0522,0.30135025,0.00094421,0.23170731,0.07058715,5.828345004,-1313.455019,-1313.384431,8.2453
*Nc1ccc(C(=O)O)c(Br)c1NC(=O)c1cccc(C(*)=O)c1C(=O)CCCl,-4214.306664,0.99789655,288.28987,-8.8124,-0.6614,0.64322793,0.00094421,0.2413434,0.08121761,5.676435635,-4214.065321,-4213.662492,8.151
*Nc1ccc(F)c(C(=O)O)c1NC(=O)c1ccc(C(*)=O)c2ccccc12,-1242.092385,0.99720997,251.62824,-8.3433,-1.2923,0.30605294,0.00094421,0.23452422,0.07247293,2.990729682,-1241.85786,-1241.785387,7.051
*Nc1ccc(Br)c(NC(=O)CC(CC(*)=O)NC(=O)OCc2ccccc2)c1C(=O)O,,0.99675864,,,,,,,,,,,
*Nc1cc(C(=O)O)cc(NC(=O)CN(CC(*)=O)NC(=O)c2ccc(OC)cc2)c1C#N,-1498.787724,0.9994,288.23944,-8.4533,-0.1607,0.40930732,0.00094421,0.32529877,0.08495276,4.667045175,-1498.462425,-1498.377473,8.2926
*Nc1ccc(C(=O)O)cc1S(=O)(=O)NC(=O)CN(CC(*)=O)c1ccc(OCC)cc1,-1825.785408,0.9997131,283.41245,-7.8822,0.2669,0.42293092,0.00094421,0.33904579,0.08482934,3.171826612,-1825.446362,-1825.361533,8.1491
*Nc1cc(C(=O)O)cc(NC(=O)c2cc(Oc3c(F)c(F)c(F)c(F)c3F)cc(C(*)=O)c2)c1OC,-1906.445354,0.9451974,311.70153,-8.5823,-0.5939,0.7123650300000001,0.00094421,0.26735762,0.08928974,4.833823801,-1906.177997,-1905.732045,7.9884
*Nc1ccc(CC(NC(=O)CC(CC(*)=O)c2ccccc2C#N)C(=O)O)cc1,-1278.11644,0.99803144,275.08894,-8.4542,0.0408,0.41625263,0.00094421,0.3354908,0.08170604,4.399067841,-1277.780949,-1277.699243,8.495
*Nc1cc(C#N)c(NC(=O)CC(OC(=O)c2ccccc2)C(*)=O)cc1C(=O)O,-1348.806405,0.9936241,271.29822,-8.3907,-0.5766,0.3441668,0.00094421,0.26500836,0.08010265,7.908512637,-1348.541397,-1348.461294,7.8141
*Nc1cc(Cl)cc(NC(=O)C(C(*)=O)C2CCOC2)c1C(=O)O,-1488.441776,0.996682,216.69031,-8.4789,0.0821,0.30544043,0.00094421,0.23702599,0.06935865,4.158993025,-1488.20475,-1488.135392,8.561
*Nc1ccc(S(=O)(=O)O)cc1NC(=O)C1CC=C(C)CC1C(*)=O,-1466.304834,0.9811669,224.62122,-8.8346,-0.1503,0.34450821,0.00094421,0.27287133,0.0725811,9.43608259,-1466.031962,-1465.959381,8.6843
*Nc1cc(CC(=O)O)c(NC(=O)COCC(=O)Nc2ccccc2C(*)=O)cc1Cl,-1810.80627,0.9993845,0.46575,-8.1405,0.0813,0.38471761,0.00094421,0.30501163,0.08065019,4.295572681,-1810.501259,-1810.420609,8.2218
*Nc1cc(F)c(C(=O)O)cc1NC(=O)c1ccc(C(*)=O)c(Cl)c1,-1548.200327,0.9990452,232.88323,-8.7022,-0.9139,0.25196846,0.00094421,0.18462958,0.06828309,2.416492803,-1548.015697,-1547.947414,7.7883
*Nc1cc(C(F)(F)F)cc(NC(=O)CC(CC(*)=O)c2ccc[nH]2)c1C(=O)O,-1422.322299,0.9933717,243.15258,-8.2858,-0.4781,0.34614784,0.00094421,0.26689945,0.08019261,8.564351581,-1422.055399,-1421.975207,7.8077
*Nc1cc(NC(=O)CSC(SCC(*)=O)c2ccc(OC)cc2)c(S(=O)(=O)O)cc1S(=O)(=O)O,,0.91061497,,,,0.41791196,0.00094421,0.32382311,0.09503307,4.495748714,0.32382311,0.41885617,
*Nc1c(C(=O)O)cc(Cl)c(F)c1NC(=O)c1cccc(C(*)=O)c1C(Cl)C(C)=O,-2199.754341,0.9901592,269.52643,-8.9892,-0.4581,0.31378406,0.00094421,0.23373918,0.0809891,9.18107955,-2199.520602,-2199.439613,8.5311
*Nc1cc(NC(=O)CC(NC(=O)C(Cl)Cl)C(*)=O)c(C)c(C(=O)O)c1C,-2042.720097,0.99744415,245.67808,-8.0267,0.2063,0.34330221,0.00094421,0.26382212,0.0804243,1.970093729,-2042.456275,-2042.375851,8.233
*Nc1ccc(S(=O)(=O)NC(=O)Cc2c3ccccc3c(CC(*)=O)c3ccccc23)cc1C(=O)O,,0.97439826,,,,0.43928362,0.00094421,0.35558229,0.08464555,6.285556857,0.35558229,0.44022783,
*Nc1ccc(C(=O)O)cc1NC(=O)CC(CC(*)=O)c1ccc(C)cc1C,-1185.863021,0.9986142,257.53432,-8.4549,0.0431,1.24373873,0.00094421,0.33798336,0.07723195,4.426970186,-1185.525038,-1184.618338,8.498
*Nc1cc(NC(=O)c2cc(C(*)=O)cc(C(=O)CCBr)c2)c(C(=O)O)nc1Cl,-4230.365396,0.99796116,294.7387,-8.8871,-0.7956,0.9274318899999999,0.00094421,0.22904615,0.0803705,3.391488319,-4230.136349,-4229.437019,8.0915
*Nc1cc(C(=O)O)cc(NC(=O)CC(NC(=O)Oc2ccccc2)C(*)=O)c1Cl,-1771.519228,0.9985104,260.52844,-8.5498,0.0456,0.35380763,0.00094421,0.27496837,0.07978346,7.046413199,-1771.244259,-1771.164476,8.5954
*Nc1cc(Br)c(NC(=O)C(C(*)=O)c2cccc(OC)c2)c(C(=O)O)c1,-3716.57762,0.9995435,253.70322,-8.5242,0.162,0.32272184,0.00094421,0.24782178,0.07584427,6.228788062,-3716.329798,-3716.253954,8.6862
*Nc1ccc(C)c(C(=O)O)c1NC(=O)CC(CC(*)=O)c1ncccc1Br,-3736.028881,0.9971439,263.6318,-7.9967,0.258,0.36511648,0.00094421,0.28887055,0.07719014,3.601605077,-3735.740011,-3735.662821,8.2547
*Nc1ccc(C(=O)O)c(NC(=O)CN(C)c2ccccc2C(*)=O)c1C,-1162.595264,0.99944717,261.24946,-8.2693,0.1797,0.37385377,0.00094421,0.30001896,0.07477901,6.039912061,-1162.295245,-1162.220466,8.449
*Nc1ccc(NC(=O)CN(CC(*)=O)S(=O)(=O)c2c(C)cc(C)cc2C)c(C(=O)O)c1C#N,-1882.118554,0.98765194,319.04021,-8.169,-0.2777,1.33755419,0.00094421,0.35743857,0.08873503,3.948988904,-1881.761116,-1880.780056,7.8913
*Nc1ccc2c(S(=O)(=O)O)cc(S(=O)(=O)O)cc2c1NC(=O)CC(Cc1ccccc1)C(*)=O,,0.9183705,,,,0.42729675,0.00094421,0.33995389,0.08828707,1.251482335,0.33995389,0.42824096,
*Nc1cc(NC(=O)c2cc(C(*)=O)cc(C(=O)C(C)Cl)c2)cc(C(=O)O)c1,-1640.895037,0.9987453,271.04567,-8.4249,-0.8558,0.32973875,0.00094421,0.25315103,0.07753194,7.027058062,-1640.641886,-1640.564354,7.5691
*Nc1cc(C(=O)O)cc(Br)c1NC(=O)c1cc(SC(F)(F)F)cc(C(*)=O)c1,-4298.068046,0.9994461,275.22985,-8.7507,-0.763,0.26938432,0.00094421,0.19120784,0.07912069,2.431912546,-4297.876839,-4297.797718,7.9877
*Nc1ccc(Br)c(NC(=O)CSC2(SCC(*)=O)CCCCC2)c1C(=O)O,-4441.321114,0.9929061,295.78437,-8.4496,-0.0135,0.39366817,0.00094421,0.3122193,0.08239309,7.353766267,-4441.008895,-4440.926502,8.4361
*Nc1nc(NC(=O)CC(CC(*)=O)c2ccncc2Br)c(C(=O)O)nc1Br,-6302.243193,0.9925103,272.71027,-8.9514,-0.276,0.30295137,0.00094421,0.22451477,0.07938081,4.510376775,-6302.018679,-6301.939298,8.6754
*Nc1nc(CC(=O)O)nc(NC(=O)c2cc(Br)ccc2NC(=O)c2cc(Cl)c(Cl)cc2C(*)=O)n1,-4969.230822,0.9622497,365.9401,-9.0443,-0.6854,0.35169747,0.00094421,0.26091342,0.09172826,7.969763696,-4968.969909,-4968.87818,8.3589
*Nc1cc(C#N)c(NC(=O)CC(C)(NC(=O)OC(C)(C)C)C(*)=O)cc1C(=O)O,-1369.672241,0.96562505,271.1928,-8.2219,-0.4131,0.42371563,0.00094421,0.3399535,0.08470634,3.47306218,-1369.332287,-1369.247581,7.8088
*Nc1cc(C(=O)O)cc(NC(=O)Cc2ccc(COCc3ccc(CC(*)=O)cc3)cc2)c1C,,0.99909604,,,,,,,,,,,
*Nc1c(Br)ccc(C(=O)O)c1NC(=O)CC(CC)CC(*)=O,-3528.225487,0.9982003,221.86522,-8.5838,-0.0855,0.32203221,0.00094421,0.25137866,0.07159776,4.012197917,-3527.974108,-3527.90251,8.4983
*Nc1cc(C#N)cc(NC(=O)Cc2ccccc2Oc2ccccc2CC(*)=O)c1C(=O)O,-1466.498395,0.99909604,319.78951,-8.5741,-0.2186,0.41747756,0.00094421,0.33668226,0.08173951,9.107799323,-1466.161713,-1466.079974,8.3555
*Nc1ccc(C(=O)O)c(NC(=O)c2ccc(Oc3nc(OC)nc(Oc4ccc(C(*)=O)cc4)n3)cc2)c1Br,-4338.051899,0.95649225,389.99328,-8.5773,-0.1466,0.43880629,0.00094421,0.34198589,0.0977646,4.343191993,-4337.709913,-4337.612148,8.4307
*Nc1cc(C(=O)O)cc(NC(=O)C2(C(*)=O)Cc3ccccc3C2)c1C#N,-1198.322927,0.8795871,256.22169,-8.7859,-0.3737,0.3330761699999999,0.00094421,0.26050657,0.0735138,2.31894905,-1198.06242,-1197.988906,8.4122
*Nc1ccc(C(=O)O)c(C)c1NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(*)=O,-1748.946844,0.8475502,204.45235,-8.7277,-0.1404,0.27110961,0.00094421,0.19086061,0.08119321,3.852412258,-1748.755984,-1748.674791,8.5873
*Nc1cc(C(=O)O)cc(NC(=O)CN(CC(*)=O)C(=O)CCc2ccccc2)c1C,-1354.586828,0.999529,276.395,-8.3171,0.1832,0.44655945,0.00094421,0.36517928,0.08232438,5.514746456,-1354.221648,-1354.139324,8.5003
*Nc1cc(Br)c(NC(=O)CC(C(*)=O)c2cccc(Br)c2)c(C(=O)O)c1,-6214.777085,0.99933714,259.95483,-8.6796,-0.0952,0.30903782,0.00094421,0.23401733,0.0759647,7.240822831,-6214.543068,-6214.467103,8.5844
*Nc1nc(NC(=O)Cc2sccc2C(*)=O)c(C(=O)O)cc1Cl,-1825.073106,0.99911517,227.04636,-8.6038,-0.1872,0.24284647,0.00094421,0.17467868,0.069112,3.365759579,-1824.898427,-1824.829315,8.4166
*Nc1ccc(Cl)c(NC(=O)c2cccnc2SCC(C)C(*)=O)c1C(=O)O,-1981.076992,0.9992706,266.56696,-8.3796,0.1501,0.33802082,0.00094421,0.2613551,0.07760994,1.546471859,-1980.815637,-1980.738027,8.5297
*Nc1cc(C)cc(C(=O)O)c1NC(=O)CCSc1sc(=S)sc1SCCC(*)=O,-3060.074164,0.9808576,332.5562,-8.0133,-0.4637,0.36381896,0.00094421,0.27855535,0.08620782,2.244189593,-3059.795609,-3059.709401,7.5496
*Nc1ccc(NC(=O)c2cccc(C(*)=O)c2Br)c(C(=O)O)c1,-3562.745361,0.9993081,236.08901,-8.0582,-0.417,0.25858702,0.00094421,0.19133834,0.0681929,3.041923063,-3562.554023,-3562.48583,7.6412
*NCC(NC(=O)C(Cc1ccccc1Br)C(*)=O)C(=O)O,-3488.909509,0.9962999,196.30984,-9.5303,0.1488,0.29262402,0.00094421,0.22483404,0.06873419,3.546052544,-3488.684674,-3488.61594,9.6791
*Nc1cc(NC(=O)CN(CC(*)=O)C(=O)Cc2ccccc2)c(C(=O)O)cc1Br,-3849.398649,0.9992175,283.24612,-8.4997,0.2332,0.37775905,0.00094421,0.29752269,0.08118057,2.149730399,-3849.101127,-3849.019946,8.7329
*Nc1cc(Cl)c(S(=O)(=O)NC(=O)CC(CC(*)=O)c2ccsc2)cc1C(=O)O,-2436.277966,0.99648935,256.41542,-9.0626,-0.1337,0.32842065,0.00094421,0.25114408,0.07822078,3.616036631,-2436.026821,-2435.948601,8.9289
*Nc1ccc(C(=O)O)c(S(=O)(=O)NC(=O)c2ccc3c4c(ccc(C(*)=O)c24)CC3)c1,-1769.03605,0.86493915,303.01215,-8.5644,-0.3394,0.36668971,0.00094421,0.28873696,0.07889695,8.73769893,-1768.747313,-1768.668416,8.225
*Nc1c(Br)ccc(CC(=O)O)c1NC(=O)C(Cc1ccc(C(C)(C)C)cc1)(Cc1ccc(C(C)(C)C)cc1)C(*)=O,,0.8843892,,,,,,,,,,,
*Nc1ccc(NC(=O)c2ccnc(C(*)=O)c2)c(C(=O)O)c1Cl,-1464.966643,0.9987257,224.591,-8.3503,-0.677,0.24663266,0.00094421,0.18065991,0.06691696,6.088839375,-1464.785983,-1464.719066,7.6733
*Nc1nc(NC(=O)c2[nH]cc(C)c2C(*)=O)c(C(=O)O)nc1Br,-3612.116532,0.99389064,237.05917,-8.8314,-0.3824,0.24583908,0.00094421,0.17703956,0.06974373,5.217779435,-3611.939492,-3611.869749,8.449
*Nc1cc(CC(=O)O)cc(NC(=O)c2cccc(Cl)c2C(*)=O)c1Br,-4061.649605,0.9995703,260.26735,-8.5501,-0.171,0.28002326,0.00094421,0.20642862,0.07453886,6.075676814,-4061.443176,-4061.368637,8.3791
*Nc1cc(NC(=O)CC(C(*)=O)c2cc(F)cc(F)c2)c(C)cc1CC(=O)O,-1345.097977,0.99896574,249.08198,-7.9047,0.2442,0.37145776,0.00094421,0.29417548,0.0782265,2.553102714,-1344.803802,-1344.725576,8.1489
*Nc1cc(C(=O)O)c(NC(=O)c2ccc(C=Nc3ccc(N=Cc4ccc(C(*)=O)cc4)cc3)cc2)cc1F,-1737.597465,0.93010986,429.23963,-8.0025,-0.5846,0.47848938,0.00094421,0.3856219,0.09381169,7.568696885,-1737.211843,-1737.118032,7.4179
*Nc1cc(C(=O)O)cc(NC(=O)CN(CC(*)=O)C(=O)c2cc(C)cc(C)c2)c1C#N,-1407.54579,0.99916553,296.76134,-8.4366,-0.1129,0.41519373,0.00094421,0.32955474,0.0865832,4.990482139,-1407.216235,-1407.129652,8.3237
*Nc1ccc(C(=O)O)cc1S(=O)(=O)NC(=O)c1cc(Br)cc(C(*)=O)c1,-4111.410182,0.99919754,255.17638,-9.0156,-0.7039,0.27217814,0.00094421,0.19819762,0.07492473,6.082072863,-4111.211984,-4111.137059,8.3117
*Nc1cc(C(=O)O)cc(NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(*)=O)c1F,-2760.267029,0.57320064,243.87097,-8.9322,-0.2274,0.29407969,0.00094421,0.19245805,0.10256585,4.398988334,-2760.074571,-2759.972005,8.7048
*Nc1cccc2c(S(=O)(=O)O)ccc(NC(=O)CN(CC(*)=O)NS(=O)(=O)c3ccc(NC(C)=O)cc3)c12,,0.9140225,,,,0.48756636,0.00094421,0.39460521,0.09390536,3.625481807,0.39460521,0.48851057,
*Nc1ccc(NC(=O)CCN(C(=O)OC(C)(C)C)C(C)(C)C(*)=O)c(C(=O)O)c1C,-1395.301872,0.9807473,279.113,-7.8361,0.1776,0.51195064,0.00094421,0.42456835,0.0883265,4.776820415,-1394.877304,-1394.788977,8.0137
*Nc1ccc(C)c(C(=O)O)c1NC(=O)C1CS(=O)(=O)CC1C(*)=O,-1502.273977,0.9704086,218.26528,-8.3895,0.1881,0.32155715,0.00094421,0.25205671,0.07044465,4.974787116,-1502.02192,-1501.951476,8.5776
*Nc1cccc(C(=O)O)c1NC(=O)c1c(Br)c(N)c(Br)c(C(*)=O)c1Br,-8764.947628,0.99095356,287.74834,-8.3375,-0.3284,0.25904525,0.00094421,0.18287512,0.07711434,3.638292717,-8764.764753,-8764.687639,8.0091
*Nc1ccc(C(=O)O)c(NC(=O)c2ccccc2SSc2ccccc2C(*)=O)c1C,-2056.072812,0.9973322,329.084,-8.384,0.0517,0.3879031,0.00094421,0.30649846,0.08234885,5.695449692,-2055.766313,-2055.683964,8.4357
*Nc1cc(NC(=O)c2csc(C)c2-c2c(C(*)=O)csc2C)c(C#N)cc1C(=O)O,-2032.816076,0.97856975,318.87788,-8.5094,0.1373,0.34462127,0.00094421,0.26214215,0.08342333,7.827076572,-2032.553934,-2032.47051,8.6467
*Nc1ccc2cc(S(=O)(=O)O)ccc2c1NC(=O)c1ccccc1C(=O)N1CCN(C(=O)c2ccccc2C(*)=O)CC1,,0.9543293,,,,,,,,,,,
*Nc1cc(Br)cc(NC(=O)CC(C(*)=O)c2ccccc2SC)c1C(=O)O,-4078.851644,0.9989956,281.63335,-8.7674,-0.1749,0.34984484,0.00094421,0.27181783,0.07897122,4.385745141,-4078.579826,-4078.500855,8.5925
*Nc1nc(NC(=O)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(*)=O)c(C(=O)O)nc1Br,-5016.615588,0.6217706,246.86279,-8.9532,-0.1957,0.25419543,0.00094421,0.15679418,0.09834546,3.89655283,-5016.458794,-5016.360449,8.7575
*Nc1ccc(C(=O)O)c(Br)c1NC(=O)CN(CC(*)=O)NS(=O)(=O)c1ccccc1,-4300.692611,0.9993625,288.80781,-8.6453,0.0114,0.36739926,0.00094421,0.28575608,0.08258739,8.260946336,-4300.406855,-4300.324267,8.6567
*Nc1cncc(C(=O)O)c1NC(=O)c1ccc(C(*)=O)c(F)c1,-1104.65495,0.998884,212.32359,-8.6639,-0.908,0.24850442,0.00094421,0.18492604,0.06452258,1.647625937,-1104.470024,-1104.405501,7.7559
*Nc1cc(S(=O)(=O)O)cc(NC(=O)C(CCCCCCCCCCCCC)C(*)=O)c1C,,0.9670699,,,,,,,,,,,
*Nc1cc(C#N)cc(NC(=O)CC2(CC(*)=O)CCOCC2)c1C(=O)O,-1199.717023,0.9964064,243.58696,-8.548,-0.532,0.37349708,0.00094421,0.30059189,0.07384939,9.887745484,-1199.416431,-1199.342582,8.016
*Nc1cc(NC(=O)C(C)(C)N2CC(C(*)=O)CC2=O)c(C(=O)O)c(OC)c1,-1276.185628,0.99922514,252.35266,-8.4726,0.1548,0.40196492,0.00094421,0.3246919,0.07821723,5.140591215,-1275.860936,-1275.782719,8.6274
*Nc1c(C(=O)O)cc(Cl)c(F)c1NC(=O)CC(CC(*)=O)c1cc(C)ccc1F,-1804.690563,0.9907589,272.21392,-8.4879,0.0733,0.36319754,0.00094421,0.28154516,0.08259658,4.252479031,-1804.409018,-1804.326421,8.5612
*Nc1cc(CC(=O)O)c(Br)c(NC(=O)CC(CC(*)=O)c2cc(Br)co2)c1,-6291.189379,0.999134,270.39448,-8.3336,0.1119,0.33773529,0.00094421,0.2563425,0.082337,2.493394685,-6290.933037,-6290.8507,8.4455
*NCc1ccccc1CC(NC(=O)CN(CC(*)=O)NS(=O)(=O)c1ccc(NC(C)=O)cc1)C(=O)O,-2053.220147,0.90386844,332.61502,-8.9267,-0.0102,0.5250620500000001,0.00094421,0.4290164,0.09698987,5.830745265,-2052.791131,-2052.694141,8.9165
*Nc1cc(Br)c(C(=O)O)cc1NC(=O)CSCc1ccc(C(*)=O)cc1,-4039.557057,0.9995566,262.83223,-8.4392,-0.0543,0.32079342,0.00094421,0.24665833,0.07507931,5.276032711,-4039.310398,-4039.235319,8.3849
*NN=C(C(=O)O)c1ccccc1NC(=O)CN(CC(*)=O)NC(=O)OC,-1268.912012,0.98625773,226.14241,-8.5159,0.1022,0.34768995,0.00094421,0.27155875,0.0770754,5.925650791,-1268.640454,-1268.563378,8.6181
*Nc1cc(Cl)c(C(=O)O)c(NC(=O)C2COC3C(C(*)=O)COC23)c1,-1601.783533,0.8021684,231.84204,-8.7826,0.1651,0.31783502,0.00094421,0.2467409,0.07203834,4.378825149,-1601.536792,-1601.464754,8.9477
*Nc1c(F)ccc(C(=O)O)c1NC(=O)CN(CCN(CC(*)=O)N=O)N=O,-1384.143892,0.85214514,227.70132,-8.638,0.0084,0.32787553,0.00094421,0.2517859,0.07703384,5.407279431,-1383.892106,-1383.815072,8.6464
*Nc1cc(C#N)c(NC(=O)c2ccnc(OCCOc3cc(C(*)=O)ccn3)c2)cc1C(=O)O,,0.9865328,,,,,,,,,,,
*Nc1cc(Cl)cc(NC(=O)CN(CC(*)=O)c2ccc(C)cc2)c1CC(=O)O,-1661.502685,0.999652,271.91963,-8.0546,0.0606,0.39489083,0.00094421,0.31662507,0.07920998,7.893652141,-1661.18606,-1661.10685,8.1152
*Nc1cc(C)c(C(=O)O)c(NC(=O)C(C(*)=O)C2CCOC2)c1,-1068.146964,0.9907946,217.42249,-8.5691,0.1534,0.34329748,0.00094421,0.27388641,0.07035528,5.832789522,-1067.873077,-1067.802722,8.7225
*NC(=N)SCCCC(NC(=O)c1ccc(-c2ccc(-c3ccc(-c4ccc(-c5ccc(-c6ccc(C(*)=O)cc6)cc5)cc4)cc3)cc2)cc1)C(=O)O,-2562.412257,0.65379035,674.73335,-8.0823,-0.3603,0.7551834500000001,0.00094421,0.63277808,0.12334958,3.716842113,-2561.779479,-2561.65613,7.722
*Nc1ccccc1CC(NC(=O)c1cc(C(*)=O)cc(S(=O)(=O)Cl)c1)C(=O)O,,0.9989267,,,,,,,,,,,
*Nc1ccc(C(=O)O)c(Br)c1NC(=O)CN(CC(*)=O)C(=O)C(C)C,-3696.937252,0.9992986,242.74704,-8.5918,0.201,0.35073613,0.00094421,0.27356678,0.07811357,2.114418896,-3696.663685,-3696.585572,8.7928
*Nc1cc(Cl)c(C(=O)O)cc1NC(=O)CCCNC(=O)c1ccccc1C(*)=O,-1735.580397,0.9983223,261.17033,-8.8542,-0.3285,0.37937531,0.00094421,0.30199218,0.07832734,10.50530121,-1735.278405,-1735.200078,8.5257
*Nc1cc(C(F)(F)F)cc(NC(=O)CC(C(*)=O)c2ccccc2Br)c1C(=O)O,-3978.494114,0.99318933,270.27758,-8.4964,-0.1814,0.32629256,0.00094421,0.2445808,0.08265596,6.538516469,-3978.249534,-3978.166878,8.315
*Nc1cc(NC(=O)c2cc(C(*)=O)ncn2)c(C)c(C(=O)O)c1C,-1100.049167,0.9987453,230.54546,-8.0541,-1.02,0.30194373,0.00094421,0.23227726,0.07061068,3.048101753,-1099.81689,-1099.746279,7.0341
*Nc1cc(NC(=O)C(CCCCCCCCCC)C(*)=O)cc(C(=O)O)c1,-1190.627123,0.9647889,271.84446,-8.3861,0.1792,0.50908471,0.00094421,0.42317093,0.086858,3.680754957,-1190.203952,-1190.117094,8.5653
