psmiles,Energy_Hatree,es,Isotropic_Polarizability_au,HOMO_eV,LUMO_eV,Inner_energy_correction_Hatree,Thermal_correction_to_Enthalpy_Hatree,Thermal_correction_to_Gibbs_Free_Energy_Hatree,Entropy_Hatree,Dipole_Debye,Gibbs_Free_Energy_Hatree,Enthalpy_Hatree,HOMO_LUMO_Gap_eV
*NNC(=N)N(CC(=O)O)NC(=O)c1cc(Br)sc1C(*)=O,-3895.875146,0.90777314,204.6695,-9.4826,-0.6997,0.22953951,0.00094421,0.16076384,0.06971988,7.053554283,-3895.714382,-3895.644663,8.7829
*Nc1cc(NC(=O)Cc2ccc(C(*)=O)cc2)c(Br)c(C(=O)O)c1,-3602.056987,0.9996499,241.94997,-8.3311,-0.2437,0.28799265,0.00094421,0.21788866,0.0710482,2.43599124,-3601.839098,-3601.76805,8.0874
*Nc1ccc(C(F)(F)F)c(C(=O)O)c1NC(=O)C1CNCC(C(*)=O)C1,-1346.093455,0.8890481,211.74146,-8.5226,-0.0227,0.33453839,0.00094421,0.2628446,0.072638,5.493296765,-1345.83061,-1345.757972,8.4999
*Nc1nccc(C(=O)O)c1NC(=O)c1cc(NS(=O)(=O)c2ccc(NC(C)=O)cc2)cc(C(*)=O)c1,-2048.489684,0.9689738,364.06205,-8.4469,-0.3348,2.58602715,0.00094421,0.34065339,0.09158066,8.959142386,-2048.14903,-2045.902712,8.1121
*Nc1c(Br)ccc(C(=O)O)c1NC(=O)CN(CC(*)=O)N=Cc1ccc(OC)c(OC)c1,-4019.183405,0.9899573,330.8156,-8.0431,0.1543,0.42938907,0.00094421,0.34074253,0.08959075,3.771173178,-4018.842663,-4018.753072,8.1974
*Nc1cccc(NC(=O)c2cnn(C)c2C(*)=O)c1C(=O)O,-1022.624426,0.99824536,211.75491,-8.1885,-0.2638,0.80026661,0.00094421,0.20312467,0.06415354,6.160102566,-1022.421301,-1021.823215,7.9247
*Nc1ccc(Oc2cc(Oc3ccc(NC(=O)CSc4ccc(SCC(*)=O)nn4)cc3)cc(C(=O)O)c2)cc1,-2508.94796,0.9640008,407.6966,-8.1414,-0.2783,0.48803992,0.00094421,0.38971121,0.09927292,6.801877051,-2508.558249,-2508.458976,7.8631
*Nc1ccc(NC(=O)Cc2cc(F)ccc2C(*)=O)c(C(=O)O)c1F,-1227.172677,0.99957615,223.19867,-8.2067,-0.1416,0.28283231,0.00094421,0.21356776,0.07020876,5.610721999,-1226.959109,-1226.8889,8.0651
*Nc1nc(NC(=O)c2c(Cl)cc(Cl)c(Cl)c2C(*)=O)c(C(=O)O)cc1Cl,-2843.783999,0.9974039,270.49645,-8.829,-0.5199,0.22151033,0.00094421,0.14609091,0.07636364,5.316149343,-2843.637908,-2843.561544,8.3091
*Nc1cccc(C(=O)O)c1NC(=O)c1ccc(-c2ccc(C(*)=O)o2)o1,-1216.004389,0.99880517,268.06446,-8.1367,-0.5689,0.29079867,0.00094421,0.22219603,0.06954685,3.793890651,-1215.782193,-1215.712647,7.5678
*Nc1ccc(-c2ccc(NC(=O)CN(CC(*)=O)C(=O)CC(C)=O)c(S(=O)(=O)O)c2)cc1S(=O)(=O)O,-2487.828603,0.93899685,345.66376,-8.6728,-0.1382,0.4482951,0.00094421,0.35190583,0.09733348,8.412840422,-2487.476697,-2487.379364,8.5346
*Nc1cccc2c(S(=O)(=O)O)ccc(NC(=O)C3CCC(C(*)=O)N3C(=O)OCc3ccccc3)c12,,0.8444611,,,,0.48129705,0.00094421,0.39385128,0.08838997,7.227842916,0.39385128,0.48224126,
*Nc1ccc(NC(=O)CN(CC(*)=O)c2ccccc2)c(C(=O)O)c1Cl,-1582.878621,0.99950826,251.09683,-8.0611,0.3093,0.33623949,0.00094421,0.26416847,0.07301522,1.33220486,-1582.614452,-1582.541437,8.3704
*Nc1ccc(C(F)(F)F)c(C(=O)O)c1NC(=O)C(Cc1ccc(Br)cc1F)C(*)=O,-4077.761696,0.9943909,259.7026,-8.79,0.0433,0.31908058,0.00094421,0.23854248,0.08148231,2.134431208,-4077.523154,-4077.441671,8.8333
*Nc1ccc(NC(=O)CC(CC(*)=O)c2ccccc2C)c(S(=O)(=O)O)c1,-1581.849464,0.9994746,257.48197,-8.1853,0.2444,0.38782627,0.00094421,0.31245141,0.07631907,3.814979208,-1581.537013,-1581.460694,8.4297
*Nc1nccc(C(=O)O)c1NC(=O)CN(CC(*)=O)N=Cc1ccccc1Cl,-1692.35693,0.98555213,262.46562,-8.4769,-0.2317,0.34734916,0.00094421,0.27104705,0.07724633,3.611931898,-1692.085883,-1692.008636,8.2452
*Nc1cc(NC(=O)Cc2cc(Br)cnc2C(*)=O)c(S(=O)(=O)O)cc1S(=O)(=O)O,-4677.320168,0.9931694,278.74706,-9.1011,-1.079,0.29747593,0.00094421,0.21913703,0.0792831,7.712331021,-4677.101031,-4677.021748,8.0221
*Nc1ccc(OC)c(NC(=O)CS(=O)(=O)c2ccccc2C(*)=O)c1C(=O)O,-1691.818031,0.99961853,250.85139,-7.904,-0.3754,0.34540748,0.00094421,0.27019357,0.07615813,4.935577694,-1691.547838,-1691.471679,7.5286
*Nc1cc(Br)cc(NC(=O)CSc2cccc(SCC(*)=O)c2)c1C(=O)O,-4437.741244,0.9996911,285.20396,-8.6276,-0.1695,0.32351015,0.00094421,0.2459224,0.07853196,5.316726289,-4437.495322,-4437.41679,8.4581
*NCCCCC(NC(=O)C(CCCNC(=O)OCc1ccccc1)C(*)=O)C(=O)O,-1395.293881,0.8733904,267.88523,-9.1643,0.2118,1.55050878,0.00094421,0.42969635,0.08743115,4.147386056,-1394.864184,-1393.742428,9.3761
*Nc1cc(C(=O)O)cc(Br)c1NC(=O)CN(CC(*)=O)CC(N)=O,-3673.690056,0.997783,229.24549,-8.4393,0.1538,0.31083621,0.00094421,0.23753237,0.07424806,3.932039386,-3673.452524,-3673.378276,8.5931
*Nc1cc(C(=O)O)cc(Br)c1NC(=O)c1cc(C)c(C(*)=O)s1,-3922.832127,0.9993563,251.32003,-8.576,-0.8754,0.25441934,0.00094421,0.18407845,0.0712851,4.529403378,-3922.648048,-3922.576763,7.7006
*Nc1ccc(NC(=O)c2cc(Cl)cc(C(*)=O)n2)c(C(=O)O)c1Cl,-1924.578144,0.99866986,241.34755,-8.026,-0.6132,0.23820493,0.00094421,0.16941996,0.06972918,1.082029885,-1924.408724,-1924.338995,7.4128
*Nc1cc(Br)c(C(=O)O)cc1NC(=O)C(Cc1ccc(C(C)(C)C)cc1)(Cc1ccc(C(C)(C)C)cc1)C(*)=O,-4226.163328,0.9150814,417.7068,-8.4074,0.0832,0.66861989,0.00094421,0.5648561,0.104708,5.250167858,-4225.598472,-4225.493764,8.4906
*Nc1ccc2cc(S(=O)(=O)O)ccc2c1NC(=O)C12CCCC(C(*)=O)(CCC1)C2,-1698.585462,0.74279505,302.74601,-8.2196,-0.0437,0.45652934,0.00094421,0.37838188,0.07909168,4.420930403,-1698.20708,-1698.127988,8.1759
*Nc1ccc(Nc2ccc(NC(=O)C(C)S(=O)C(C)C(*)=O)cc2S(=O)(=O)O)cc1,-2110.606045,0.99447733,307.06182,-7.9025,0.1808,0.41235499,0.00094421,0.32681132,0.08648789,6.218185986,-2110.279233,-2110.192745,8.0833
*Nc1cc(NC(=O)C(CCc2ccccn2)C(*)=O)c(Cl)c(C(=O)O)c1,-1582.890164,0.99832886,255.84823,-8.3741,0.2522,0.33624308,0.00094421,0.26067223,0.07651506,3.768654737,-1582.629492,-1582.552977,8.6263
*Nc1cc(CCC(=O)O)cc(NC(=O)C(C)S(=O)C(C)C(*)=O)c1,-1467.511597,0.9933717,239.01298,-8.0747,-0.1108,0.36713046,0.00094421,0.28998621,0.07808846,2.39021282,-1467.221611,-1467.143522,7.9639
*Nc1c(C(=O)O)ccc(OC)c1NC(=O)CC(C)(N)C(*)=O,-1046.099204,0.9965301,203.37408,-8.0369,0.0514,0.32379427,0.00094421,0.25579698,0.0689415,7.065325415,-1045.843407,-1045.774466,8.0883
*Nc1cc(CC(=O)O)c(Br)c(NC(=O)CN(CC(*)=O)N=Cc2ccc(CC)cc2)c1,-3908.045726,0.9961903,323.29684,-8.0628,0.022,0.4477781199999999,0.00094421,0.35996608,0.08875625,5.360677834,-3907.68576,-3907.597004,8.0848
*Nc1cc(NC(=O)C(C)(C)SC(=S)SC(C)(C)C(*)=O)c(CC(=O)O)cc1Cl,-2725.678877,0.93798214,310.27777,-8.3942,-0.3191,0.39463434,0.00094421,0.30820163,0.08737692,3.637981487,-2725.370676,-2725.283299,8.0751
*Nc1cc(C(=O)O)cc(NC(=O)c2cc(Br)cnc2C(*)=O)c1Cl,-4038.391436,0.99927634,246.03531,-8.8171,-0.5262,0.2380789,0.00094421,0.1677234,0.07129971,9.092312079,-4038.223713,-4038.152413,8.2909
*Nc1cccc(CC(=O)O)c1NC(=O)CN(CC(*)=O)N=Cc1ccccc1C,-1295.323237,0.9919145,280.94979,-8.0607,0.2676,0.42753912,0.00094421,0.34966612,0.07881721,2.20371555,-1294.973571,-1294.894754,8.3283
*Nc1c(Br)ccc(CC(=O)O)c1NC(=O)C(C(*)=O)c1ccc(Cl)cc1,-4100.963193,0.99793327,266.69067,-8.5598,0.0515,0.31017389,0.00094421,0.23538165,0.07573645,1.519123336,-4100.727811,-4100.652075,8.6113
*Nc1cc(Br)c(C(=O)O)cc1NC(=O)Cc1ccc(Br)cc1C(*)=O,-6175.46914,0.9996692,266.58209,-8.6911,-0.6995,0.27958634,0.00094421,0.20485757,0.07567299,6.582701524,-6175.264283,-6175.18861,7.9916
*Nc1c(F)ccc(C(=O)O)c1NC(=O)c1[nH]c(C(*)=O)c(C)c1C(C)=O,-1258.516374,0.99650973,243.19661,-8.7792,-0.5073,0.3125045,0.00094421,0.23980354,0.07364517,7.747329897,-1258.276571,-1258.202926,8.2719
*Nc1c(C(=O)O)ccc(C#N)c1NC(=O)C(CCCCCC)C(*)=O,-1125.67688,0.9648386,240.0854,-8.8037,-0.4445,0.38979117,0.00094421,0.31261681,0.07811857,4.785454543,-1125.364263,-1125.286144,8.3592
*Nc1nc(NC(=O)c2cccc(NC(=O)c3ccccc3Br)c2C(*)=O)nc(C(=O)O)n1,,0.9922219,,,,,,,,,,,
*NNC(=O)c1cc(C(=O)NNC(=O)C(Cc2ccc(OC)c(OC)c2)C(*)=O)cc(S(=O)(=O)O)c1,-2069.670952,0.93015754,320.04579,-8.3796,-0.5277,0.45855609,0.00094421,0.36156104,0.09793926,5.600926343,-2069.309391,-2069.211452,7.8519
*Nc1cc(C(=O)O)cc(NC(=O)CC(CC(*)=O)c2cccnc2Br)c1CC,-3775.324821,0.99829596,279.76556,-8.3802,0.0513,0.3953739,0.00094421,0.31445263,0.08186547,5.599986075,-3775.010368,-3774.928503,8.4315
*Nc1cc(Cl)c(CC(=O)O)cc1NC(=O)c1c(Cl)c(Cl)c(C(*)=O)c(Cl)c1Cl,-3326.611113,0.99757034,295.32855,-8.5781,-0.7192,0.25457308,0.00094421,0.17353125,0.08198604,4.223086692,-3326.437582,-3326.355596,7.8589
*Nc1cc(Br)cc(C(=O)O)c1NC(=O)CN(CC(*)=O)N=Cc1ccccc1Cl,-4249.724987,0.9863631,294.98841,-8.0629,0.1504,0.35068626,0.00094421,0.27061064,0.08101983,4.724574307,-4249.454376,-4249.373357,8.2133
*Nc1cc(Cl)c(S(=O)(=O)NC(=O)CN(CC(*)=O)NC(=O)OCC)cc1C(=O)O,-2223.03736,0.99695444,254.40753,-8.9691,-0.035,0.35851395,0.00094421,0.27483647,0.08462169,4.082384089,-2222.762524,-2222.677902,8.9341
*NC(=N)SCCCC(NC(=O)CCN(CCC(*)=O)S(=O)(=O)c1ccc(C)c(C)c1)C(=O)O,-2247.013298,0.6987408,308.69168,-9.1904,0.1644,0.53853493,0.00094421,0.44478126,0.09469789,4.894765813,-2246.568517,-2246.473819,9.3548
*Nc1cc(F)c(C(=O)O)cc1NC(=O)CN(CC(*)=O)N=Cc1ccccc1Cl,-1775.566214,0.98387814,279.59924,-8.4627,-0.163,0.35234512,0.00094421,0.27226691,0.08102241,6.818039008,-1775.293947,-1775.212925,8.2997
*Nc1cc(Cl)c(CC(=O)O)cc1NC(=O)C12CC3CC(CC(C(*)=O)(C1)C3=O)C2=O,-1794.766856,0.61404693,275.42566,-8.2442,0.0369,0.3970568,0.00094421,0.31916004,0.07884097,6.659373969,-1794.447696,-1794.368855,8.2811
*Nc1ccc(C#N)c(C(=O)O)c1NC(=O)CS(=O)(=O)c1ccc(-c2ccc(S(=O)(=O)CC(*)=O)cc2)cc1,-2488.555896,0.8800292,369.25364,-8.9235,-0.7541,0.43979564,0.00094421,0.34598597,0.09475389,3.786712381,-2488.20991,-2488.115156,8.1694
*Nc1nccc(C(=O)O)c1NC(=O)CC(C)(CC(*)=O)c1ccc(OC)cc1,-1277.143092,0.99938214,257.59952,-8.2324,-0.2397,0.40906393,0.00094421,0.33269615,0.07731199,4.661587868,-1276.810396,-1276.733084,7.9927
*Nc1nc(CC(=O)O)nc(NC(=O)CC(NCC(F)(F)F)C(*)=O)n1,-1356.177352,0.99528164,193.44254,-9.7218,0.0951,0.29151438,0.00094421,0.21503566,0.07742293,2.803894967,-1355.962316,-1355.884893,9.8169
*Nc1c(Br)ccc(CC(=O)O)c1NC(=O)C1CSCC(C(*)=O)N1,-3980.57054,0.9688562,235.1901,-8.7045,0.0863,0.32015953,0.00094421,0.24772756,0.07337618,1.393952056,-3980.322812,-3980.249436,8.7908
*Nc1ccc2c(S(=O)(=O)O)cccc2c1NC(=O)C(Cc1ccc(Br)cc1F)C(*)=O,-4329.561702,0.99746895,306.84151,-8.3147,-1.8024,0.36248355,0.00094421,0.28053177,0.082896,3.543224066,-4329.28117,-4329.198274,6.5123
*Nc1ccc(NC(=O)C(C)(CC)C(*)=O)c(C(=O)O)c1Cl,-1375.096066,0.9984542,203.54485,-8.2077,-0.0017,0.29140343,0.00094421,0.22440475,0.06794289,4.5221427,-1374.871661,-1374.803719,8.206
*Nc1ccc(S(=O)(=O)O)c(NC(=O)C23CC4CC(CC(C(*)=O)(C4)C2)C3)c1,-1583.077167,0.9051757,255.07137,-8.6604,0.1925,0.41391564,0.00094421,0.34180875,0.0730511,3.691943064,-1582.735358,-1582.662307,8.8529
*Nc1cc(Cl)c(CC(=O)O)cc1NC(=O)Nc1ccc(Br)c(Cl)c1C(*)=O,-4576.628241,0.99918324,296.07711,-8.3243,-0.7596,0.29015182,0.00094421,0.21220868,0.07888734,4.123986401,-4576.416032,-4576.337145,7.5647
*Nc1cc(C)c(C(=O)O)c(NC(=O)CCc2cc(C)c(CCC(*)=O)cc2C)c1,,0.9992387,,,,,,,,,,,
*Nc1cccc(CC(=O)O)c1NC(=O)C(=O)CC(C)C(*)=O,-1028.852048,0.9986646,199.68793,-8.4414,-0.2819,0.3119412,0.00094421,0.24381097,0.06907444,2.203870466,-1028.608237,-1028.539163,8.1595
*Nc1cc(F)c(S(=O)(=O)NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(*)=O)cc1C(=O)O,-2357.557221,0.790409,216.0947,-9.2667,-0.0307,0.24764376,0.00094421,0.16182613,0.08676185,5.523527885,-2357.395395,-2357.308633,9.236
*Nc1cccc2c(S(=O)(=O)O)ccc(NC(=O)C(CCCc3ccccc3)(CCCc3ccccc3)C(*)=O)c12,,0.8749855,,,,0.61369688,0.00094421,0.51750189,0.0971392,4.813191614,0.51750189,0.61464109,
*Nc1cc(CC(=O)O)cc(NC(=O)C(CC(F)(F)F)C(*)=O)c1Br,-3786.754268,0.99888617,209.44307,-8.4518,0.1831,0.27052961,0.00094421,0.19621659,0.07525723,1.173962111,-3786.558051,-3786.482794,8.6349
*Nc1ccnc(NC(=O)Cc2c(F)cccc2C(*)=O)c1C(=O)O,-1143.965172,0.9994746,212.31638,-8.9063,-0.509,0.27770575,0.00094421,0.21081519,0.06783478,5.099775575,-1143.754357,-1143.686522,8.3973
*Nc1ccccc1CC(NC(=O)c1cccc(C(*)=O)c1NCc1cccc(Cl)c1)C(=O)O,,0.99176437,,,,3.61905745,0.00094421,0.36832257,0.08426018,4.02694215,0.36832257,3.62000166,
*Nc1cc(C(=O)O)cc(NC(=O)C(C)(Cc2ccc(Cl)cc2)C(*)=O)c1C(F)F,-1804.696513,0.9992778,257.8409,-8.6409,0.0023,0.3637927,0.00094421,0.28501644,0.07972047,2.27618396,-1804.411497,-1804.331776,8.6432
*Nc1ccc(C(=O)O)cc1NC(=O)C(C)(CCC)C(*)=O,-954.8127485,0.9987696,199.33135,-8.2512,0.2491,0.3296983,0.00094421,0.26192338,0.06871913,4.718930748,-954.5508252,-954.482106,8.5003
*Nc1nc(NC(=O)c2ccc(C(*)=O)c(F)c2F)c(C(=O)O)cc1Cl,-1663.522781,0.9988213,232.25159,-8.7783,-0.5747,0.23232816,0.00094421,0.16222797,0.0710444,7.178748792,-1663.360553,-1663.289509,8.2036
*Nc1ccc(NC(=O)c2cccc(N)c2C(*)=O)c(CC(=O)O)c1Br,-3657.428704,0.9962126,257.20284,-8.1473,0.0192,0.30653593,0.00094421,0.23444898,0.07303115,3.519780655,-3657.194255,-3657.121224,8.1665
*Nc1ccc(OC)c(NC(=O)c2ncccc2-c2cccnc2C(*)=O)c1C(=O)O,-1366.997491,0.9988373,282.52483,-7.9876,-0.2886,0.36309431,0.00094421,0.28488685,0.07915167,2.983779698,-1366.712604,-1366.633453,7.699
*Nc1cc(C(=O)O)cc(NC(=O)CC2(CC(*)=O)OCCO2)n1,-1120.138016,0.9983321,201.23341,-8.1272,0.2727,0.30652524,0.00094421,0.23805188,0.06941757,5.234182132,-1119.899965,-1119.830547,8.3999
*Nc1cc(NC(=O)C(CCCCCCCCCCCC)C(*)=O)c(C(=O)O)cc1F,-1368.518949,0.94332147,291.29909,-8.6381,0.1974,0.5620143,0.00094421,0.47270828,0.09025023,1.848434522,-1368.04624,-1367.95599,8.8355
*Nc1ccc(OC)c(NC(=O)C(Cc2ccc(OC)cc2OC)C(*)=O)c1C(=O)O,-1411.531713,0.9997352,282.27248,-7.7864,0.3486,0.43138449,0.00094421,0.34776804,0.08456066,2.381964925,-1411.183945,-1411.099385,8.135
*Nc1ccc(C(=O)O)c(NC(=O)CN(CC(*)=O)N=Cc2cccc(Cl)c2Cl)c1C,-2175.20732,0.99816847,290.89912,-8.4341,-0.0292,0.38076479,0.00094421,0.29960141,0.08210759,6.872539604,-2174.907719,-2174.825611,8.4049
*Nc1cc(C(=O)O)c(NC(=O)CCC(=O)NC(C(*)=O)C(C)C)c(C(F)(F)F)c1,-1499.964505,0.9862709,246.68291,-8.5056,0.1683,0.39764883,0.00094421,0.31283586,0.08575719,6.421189965,-1499.651669,-1499.565912,8.6739
*Nc1c(Br)ccc(CC(=O)O)c1NC(=O)c1n[nH]c(C)c1C(*)=O,-3635.349838,0.99789256,233.06495,-8.1375,-0.1546,0.28806919,0.00094421,0.21615068,0.07286272,8.863864612,-3635.133688,-3635.060825,7.9829
*Nc1ccc(Oc2cc(Oc3ccc(NC(=O)CCC(NC(=O)CCl)C(*)=O)cc3)cc(C(=O)O)c2)cc1,-2156.38831,0.97788346,372.10726,-8.2602,0.0744,0.50286513,0.00094421,0.40467155,0.0991378,2.592811682,-2155.983638,-2155.8845,8.3346
*Nc1cc(C(=O)O)c(NC(=O)CNc2ccccc2C(*)=O)cc1Br,-3657.416076,0.9993575,255.37269,-8.1792,-0.2545,0.3066235,0.00094421,0.23425311,0.07331461,1.17592296,-3657.181823,-3657.108508,7.9247
*Nc1ccc(NC(=O)C(C)(CCc2ccccc2)C(*)=O)c(C(=O)O)c1,-1146.550363,0.99879575,261.96956,-8.0716,-0.0334,0.38571131,0.00094421,0.31145911,0.07519642,6.706927613,-1146.238904,-1146.163707,8.0382
*Nc1cc(C(=O)O)ccc1S(=O)(=O)NC(=O)CN(CC(*)=O)N=Cc1cccc(OC)c1OC,,0.9903943,,,,,,,,,,,
*Nc1cc(S(=O)(=O)O)c(NC(=O)CN(CC(*)=O)N=Cc2ccc(C(C)C)cc2)cc1S(=O)(=O)O,,0.8733798,,,,,,,,,,,
*Nc1nc(NC(=O)CC(CC(*)=O)C(OCC)OCC)c(C(=O)O)cc1Cl,-1698.848914,0.9880504,256.39398,-8.5478,0.223,0.40976736,0.00094421,0.32595665,0.08475493,2.4688294,-1698.522958,-1698.438203,8.7708
*Nc1cc(C)c(C(=O)O)cc1NC(=O)C1CCCC(C(*)=O)N1C(=O)OC(C)(C)C,-1394.123852,0.9720058,281.11947,-8.0401,0.171,0.49070043,0.00094421,0.40726234,0.0843823,5.708593932,-1393.71659,-1393.632207,8.2111
*Nc1cc(CCC(=O)O)cc(NC(=O)C(Cc2ccc(C(C)(C)C)cc2)C(*)=O)c1,-1303.773435,0.9995461,301.59372,-7.9714,0.2846,0.5038462,0.00094421,0.41794629,0.08684413,2.082430027,-1303.355489,-1303.268645,8.256
*Nc1ccc(NC(=O)c2cccc(Sc3cccc(C(*)=O)c3)c2)c(CC(=O)O)c1Br,,0.9981505,,,,,,,,,,,
*NCc1ccccc1CC(NC(=O)CN(CC(*)=O)C(=O)c1cccc(OC)c1)C(=O)O,-1469.089377,0.98975134,298.78902,-8.9781,0.1403,0.48174628,0.00094421,0.39363874,0.08905176,6.311436771,-1468.695738,-1468.606687,9.1184
*Nc1nc(NC(=O)CN(CC(*)=O)C(=O)c2ccc(Br)cc2)c(C(=O)O)nc1Br,-6415.59877,0.99827933,296.82755,-8.5621,-0.0644,0.31413248,0.00094421,0.23179149,0.08328519,6.611532533,-6415.366979,-6415.283693,8.4977
*Nc1cc(C)cc(NC(=O)CSCc2ccc(C(*)=O)cc2)c1C(=O)O,-1505.440311,0.99959475,276.21672,-8.1746,-0.0981,0.71599696,0.00094421,0.28212386,0.07634136,5.326489584,-1505.158188,-1504.72337,8.0765
*Nc1c(C(=O)O)ccc(C(F)(F)F)c1NC(=O)C1CN(C)CC1C(*)=O,-1346.088216,0.98686606,219.08264,-8.5383,-0.0868,0.33402142,0.00094421,0.26109088,0.07387475,4.772786806,-1345.827125,-1345.75325,8.4515
*NCc1ccccc1CC(NC(=O)CN(CC(*)=O)C(=O)CCCCl)C(=O)O,-1701.026892,0.98989886,255.95423,-9.0673,0.0671,0.44282402,0.00094421,0.35931871,0.08444953,5.23941775,-1700.667573,-1700.583124,9.1344
*Nc1ccc(C(=O)O)cc1NC(=O)C(F)(CCC(C)C)C(*)=O,-1093.378892,0.99916553,212.15057,-8.4412,0.1242,0.35208935,0.00094421,0.27990543,0.07312813,5.43464247,-1093.098987,-1093.025859,8.5654
*Nc1cc(C(F)(F)F)cc(NC(=O)c2cccc(C(=O)c3cccc(C(*)=O)c3)c2)c1C(=O)O,-1670.873371,0.9622497,321.55047,-8.5627,-0.5498,0.37269185,0.00094421,0.28776871,0.08586736,7.767677888,-1670.585602,-1670.499735,8.0129
*Nc1cc(Cl)c(CC(=O)O)cc1NC(=O)c1cc(C(*)=O)c(C)nc1Cl,-2003.194482,0.99835473,264.086,-8.4253,-0.7066,1.18074142,0.00094421,0.22332816,0.07310169,6.975560542,-2002.971154,-2002.012796,7.7187
*Nc1nc(NC(=O)CN(CC(*)=O)N=Cc2ccco2)c(C(=O)O)cc1Br,-3803.994518,0.97702265,277.72966,-7.9646,0.1649,0.31596555,0.00094421,0.23840954,0.07850022,2.549397662,-3803.756108,-3803.677608,8.1295
*Nc1cc(Cl)cc(NC(=O)C(Cc2ccc(Br)c(F)c2)C(*)=O)c1C(=O)O,-4200.230978,0.9997192,267.36443,-8.478,-0.0879,0.3023461,0.00094421,0.22457137,0.07871894,2.478279868,-4200.006407,-4199.927688,8.3901
*Nc1cc(F)c(C(=O)O)cc1NC(=O)CN(CC(*)=O)NC(C)=O,-1199.499707,0.9989434,210.26403,-8.5735,-0.0708,0.31057183,0.00094421,0.23770678,0.07380926,5.50958024,-1199.262,-1199.18819,8.5027
*Nc1ccc(C)c(C(=O)O)c1NC(=O)COCC(=O)Nc1ccccc1CC(*)=O,-1390.500844,0.99895155,278.13407,-8.4144,0.1217,0.42110104,0.00094421,0.33922943,0.08281582,6.031919259,-1390.161615,-1390.078799,8.5361
*Nc1c(C(=O)O)cc(Cl)c(Br)c1NC(=O)C(C(*)=O)C1C=CCCC1,-4064.033579,0.9801103,256.09086,-8.3498,0.0092,0.32732853,0.00094421,0.25408255,0.0741902,2.799476061,-4063.779496,-4063.705306,8.359
*Nc1cc(C)c(C(=O)O)cc1NC(=O)c1cccc2c1oc1c(C(*)=O)cccc12,-1333.739776,0.98213416,304.54636,-8.3198,-0.2776,0.36436783,0.00094421,0.28826126,0.07705078,8.331378031,-1333.451515,-1333.374464,8.0422
*Nc1ccc(C)c(C(=O)O)c1NC(=O)C(Cc1ccc(Br)cc1)C(*)=O,-3680.662456,0.9989267,268.14746,-8.144,0.2571,0.34764463,0.00094421,0.27250233,0.07608651,1.780096617,-3680.389953,-3680.313867,8.4011
*Nc1cc(C(=O)O)c(NC(=O)C(c2ccccc2)C(C(*)=O)c2ccccc2)cc1Br,-3872.409779,0.9962346,324.24511,-8.1462,0.0396,0.40329084,0.00094421,0.32133073,0.08290432,5.623914237,-3872.088449,-3872.005544,8.1858
*Nc1ccc(C)c(NC(=O)CN(CC(*)=O)C(=O)CCc2ccccc2)c1C(=O)O,-1354.575596,0.9992649,287.99745,-8.3042,0.0615,0.44533908,0.00094421,0.36236852,0.08391477,7.547148531,-1354.213227,-1354.129312,8.3657
*Nc1c(F)ccc(C(=O)O)c1NC(=O)CSc1cccc2cccc(C(*)=O)c12,-1679.731279,0.9988167,273.37798,-8.3711,-0.437,0.34226734,0.00094421,0.26864154,0.07457001,3.483970491,-1679.462637,-1679.388067,7.9341
*Nc1c(Br)ccc(CC(=O)O)c1NC(=O)c1ccccc1OC(=O)CCC(=O)Oc1ccccc1C(*)=O,-4288.936507,0.97516644,371.47599,-8.2077,-0.4127,1.86629733,0.00094421,0.37455026,0.0928987,4.185123487,-4288.561957,-4287.069265,7.795
*Nc1nc(NC(=O)c2ccccc2Nc2ccccc2C(*)=O)c(C(=O)O)nc1Cl,-1767.459182,0.9988305,301.33878,-8.3153,-0.2501,0.33822856,0.00094421,0.26168366,0.07748912,3.606129939,-1767.197499,-1767.12001,8.0652
*Nc1cc(Br)cc(NC(=O)c2n[nH]c(C)c2C(*)=O)c1C(=O)O,-3596.058012,0.9986749,233.17048,-8.3283,-0.0425,0.25824659,0.00094421,0.1889982,0.0701926,7.731601273,-3595.869014,-3595.798822,8.2858
*Nc1c(Br)ccc(CC(=O)O)c1NC(=O)C1SC(=S)SC1C(*)=O,-4681.093961,0.85223025,266.77759,-8.643,-0.6011,0.25489962,0.00094421,0.18317961,0.07266423,1.947517506,-4680.910782,-4680.838118,8.0419
*Nc1nc(NC(=O)c2cccc(NC(=O)c3ccccc3C(*)=O)c2)c(C(=O)O)cc1Cl,-1864.784564,0.998912,323.72942,-8.332,-0.434,0.36312839,0.00094421,0.28294496,0.08112764,5.665005143,-1864.501619,-1864.420491,7.898
*Nc1cc(C)c(C(=O)O)c(NC(=O)c2cccc(C(*)=O)c2C(=O)C(C)Br)c1,-3794.020311,0.99876,291.59748,-8.5734,-0.398,0.35891698,0.00094421,0.27961031,0.08025089,7.341238935,-3793.740701,-3793.66045,8.1754
*Nc1cc(NC(=O)c2ccc(C=O)cc2C(*)=O)c(C(=O)O)nc1Cl,-1578.335089,0.9834387,248.33799,-8.9059,-0.8903,0.7731020999999999,0.00094421,0.18785716,0.07011809,3.954246716,-1578.147232,-1577.561043,8.0156
