smiles_list,density,Rg,Scaled Rg,Cp,Cv,bulk_modulus,isentropic_bulk_modulus,r2,static_dielectric_const,dielectric_const_dc,nematic_order_parameter,refractive_index
*Cc1cccc(*)c1,1.078854598,19.30744469,0.096202869,3260.193485,3125.988396,3611222037,3766219534,14.85267442,1.043618753,2.731759322,0.028396178,1.639554991
*c1cccc(C(*)C)c1,1.014539276,17.00965157,0.087790846,3603.762801,3328.513568,2433622237,2634735126,18.59436106,1.02745019,2.56066393,0.030101372,1.591607282
*Cc1cc(C)c(C)cc1*,0.963577403,14.84569675,0.078922795,3360.556015,3259.932229,2739257869,2823823261,10.61719884,1.036183408,2.476921783,0.026498255,1.562286265
*CCc1ccc(C)cc1CC*,0.971526962,17.4840913,0.09572904,3888.838164,3658.54391,3266808809,3472342221,19.44208026,1.026845452,2.472980439,0.054810035,1.564012464
*c1ccc(C(*)C)cc1C,0.945512383,20.19733896,0.107373232,3565.382303,3516.739042,2852862942,2892336707,24.2868295,1.026701446,2.42111452,0.024640491,1.547389115
*c1ccc(C(*)C)cc1Br,1.448042014,21.33790895,0.07861191,1804.642663,1779.563056,2168872465,2199390700,24.46125159,1.097957666,2.584311835,0.022997032,1.576817735
*c1ccc(C(*)C)cc1Cl,1.140980781,21.69988791,0.094419114,2529.591998,2484.104127,2954314823,3008398847,29.5490387,1.107371334,2.576078266,0.032818508,1.571211931
*Cc1cc(CC)c(C)cc1*,0.952786181,15.53224317,0.084186457,3674.148252,3598.816015,2401570028,2451845050,15.12778689,1.031185804,2.440350718,0.041360772,1.552148484
*CCc1ccc(C(*)C)cc1,0.982655108,20.82931235,0.112897151,3619.401417,3529.427456,2848993321,2921493953,29.52689101,1.025575734,2.509616026,0.039232486,1.576083847
*Cc1ccc(*)c2ccccc12,1.075419231,18.69226559,0.089735922,3059.317307,3015.813848,2691544789,2730330035,16.26172133,1.037711291,2.808617785,0.030126871,1.664604005
*c1ccc(C(*)C)cc1C#N,1.017726666,19.68475258,0.092971206,2957.446224,2928.783209,2650119686,2676442258,21.19146847,1.377594131,2.817107521,0.028799981,1.561894167
*CCc1cc(CC)c(C)cc1*,0.952915116,16.5877991,0.090821654,3817.969573,3575.680069,2125921089,2269731792,19.05583767,1.031239161,2.43667115,0.081723924,1.550945515
*CCc1ccc2cc(*)ccc2c1,1.077102398,22.46385441,0.111060389,3254.699016,3160.587708,3390554462,3491458037,33.55858384,1.034526296,2.849042692,0.045791794,1.677652049
*C1C(=O)N(c2ccc(C(=O)OC)cc2C)C(=O)C1*,1.141922921,15.78303986,0.069922483,2716.087435,2672.199611,1916526895,1948046195,18.34044516,1.503868939,2.782169625,0.102311051,1.509404083
*C1C(=O)N(c2ccc(/N=N/c3ccc([N+](=O)[O-])cc3)cc2)C(=O)C1*,1.235472737,15.04863064,0.062270327,2504.237849,2467.918105,2166519328,2198590411,9.511446798,1.422065396,3.245135439,0.072228646,1.680199406
*Oc1ccc2c(c1)C(=O)N(*)C2=O,1.365029926,23.46637688,0.08988778,2345.120448,2313.484813,4298803753,4357559342,15.65262324,1.434803338,3.007799506,0.035190036,1.604056161
*CCOc1ccc2c(c1)C(=O)N(*)C2=O,1.299545851,17.45908729,0.074434052,2573.885296,2552.455935,4435751732,4473009583,7.927056992,1.42003727,3.039734606,0.057321653,1.61854791
*Oc1ccc(C(=O)N(C(=O)c2ccc(*)cc2)c2ccccc2)cc1,1.167142734,23.60188825,0.103264789,2721.530566,2658.778687,2943120785,3012608993,47.08507093,1.234902653,2.823905408,0.032806245,1.609037835
*COc1ccc(C(=O)N(C(=O)c2ccc(O*)cc2)c2ccccc2)cc1,1.182796173,22.10823075,0.098293525,2944.403275,2933.013175,3071919656,3083874600,25.76315843,1.247478905,2.849724286,0.035657101,1.613147663
*Oc1ccc2c(c1)C(=O)N(c1cccc(Oc3ccc(*)cc3)c1)C2=O,1.258151105,24.38572232,0.101725227,2790.924067,2580.673065,2411436479,2607498055,29.90746611,1.198948935,2.936182577,0.073090442,1.654458716
*CCCOc1ccc(C(=O)N(C(=O)c2ccc(O*)cc2)c2ccccc2)cc1,1.157473283,21.51215724,0.098865529,3218.73242,3043.67407,2804226596,2965426412,25.72830011,1.2048328,2.796276713,0.039172925,1.609796233
*CC(O)COc1ccc2ccc(Oc3ccc4c(c3)C(=O)N(*)C4=O)cc2c1,1.268391055,22.52013628,0.097450335,2697.955203,2625.306856,4455590041,4578705038,30.03105919,1.4506342,3.277686446,0.05515699,1.681384027
*Oc1ccc(Oc2ccc3c(c2)C(=O)N(c2cc(*)cc(C)c2)C3=O)cc1,1.230151431,22.64587956,0.098600881,2627.235163,2583.65348,3663985914,3725813754,24.56444018,1.170463676,2.883862505,0.037009918,1.647239761
*Oc1ccc(C(=O)N(C(=O)c2ccc(*)cc2)c2cc(C)cc(C)c2)cc1,1.111356514,21.07288018,0.096434059,3017.840524,2877.225508,2622120677,2750249186,23.80264144,1.239323641,2.750532529,0.048602213,1.584679427
*Oc1ccc(C(=O)N(C(=O)c2ccc(*)cc2)c2cccc3ccccc23)cc1,1.146077293,22.10664575,0.097477163,2683.594311,2623.160349,2259747299,2311815921,24.76988488,1.296120608,2.864025183,0.038089747,1.602468276
*CCOCCOc1ccc(C(=O)N(C(=O)c2ccc(O*)cc2)c2ccccc2)cc1,1.177739451,19.65720576,0.091576894,3006.46651,2812.510592,2868920834,3066142256,27.33994506,1.45603467,3.023547059,0.026071483,1.602345902
*Oc1ccc(Oc2ccc3c(c2)C(=O)N(c2cc(*)cc(C)c2)C3=O)cc1C,1.176128289,21.17071395,0.092220945,2708.945971,2649.356743,3097850209,3167494520,24.85130412,1.168894716,2.77962168,0.056265151,1.615774416
*C(=O)Oc1ccc(Oc2ccc3c(c2)C(=O)N(c2cccc(*)c2)C3=O)cc1,1.278659079,24.63853288,0.102318382,2514.276509,2462.673839,3827420933,3907569371,34.56612439,1.331070826,3.081475856,0.055533965,1.658434512
*Oc1ccc2c(c1)C(=O)N(c1ccc(C(C)(C)c3ccc(*)o3)cc1)C2=O,1.187331106,18.05370823,0.080267057,2726.831263,2683.059418,3593175069,3651804638,14.96343976,1.199389892,2.786188593,0.054366451,1.608352791
*c1ccc(-c2cnc3ccc(Oc4ccc5c(c4)C(=O)N(*)C5=O)cc3n2)cc1,1.241977062,28.39738362,0.119133478,2495.729894,2465.984522,3832115790,3878327041,33.11904487,1.166544745,3.147739391,0.081140767,1.726613635
*CCOc1ccc(C(=O)N(C(=O)c2ccc(O*)cc2)c2cc(C)cc(C)c2)cc1,1.127726569,19.85816609,0.09191631,3004.406209,2876.223911,2768149389,2891332909,22.30482252,1.265023994,2.815213888,0.028678678,1.5969314
*Oc1ccc2ccc(Oc3ccc4c(c3)C(=O)N(c3cccc(*)c3)C4=O)cc2c1,1.259975053,22.96957213,0.096544717,2607.023581,2515.511234,3559107424,3688566402,21.04253119,1.181693991,3.10372171,0.039723086,1.709393963
*CCCCCCOc1ccc(C(=O)N(C(=O)c2ccc(O*)cc2)c2ccccc2)cc1Cl,1.165235166,20.78932298,0.09371775,3063.803198,2964.104104,3423254782,3538283470,29.98369663,1.252124574,2.791112632,0.058835139,1.593420239
*Oc1ccc2cc(Oc3ccc4c(c3)C(=O)N(c3cccc(*)c3)C4=O)ccc2c1,1.232291235,23.59770985,0.099184879,2672.74493,2605.93117,3425155674,3512820034,25.68214949,1.180043011,3.027005162,0.095870763,1.687294329
*Oc1cccc(Oc2cccc3c(Oc4ccc5c(c4)C(=O)N(*)C5=O)cccc23)c1,1.260440773,23.20012635,0.097586823,2599.756664,2510.754112,2962511382,3067502565,32.86550003,1.23794585,2.992831136,0.05936801,1.659784711
*Oc1ccc(C(C)(C)c2ccc(Oc3ccc4c(c3)C(=O)N(*)C4=O)cc2)cc1,1.183841945,22.23102317,0.099689424,2871.527227,2731.615982,2470055134,2596526474,19.36110907,1.218044001,2.78929201,0.049804658,1.60351115
*CCCCCOc1ccc(C(=O)N(C(=O)c2ccc(O*)cc2)c2ccccc2)c(OC)c1,1.131233396,18.76084409,0.089729609,3208.720542,3012.61984,2474598835,2635501081,13.2792957,1.278657451,2.779479588,0.060797064,1.581398791
*CC(COc1ccc2ccc(Oc3ccc4c(c3)C(=O)N(*)C4=O)cc2c1)OC(C)=O,1.247481008,21.62197424,0.094886705,2768.317293,2733.027858,4179116921,4233080298,20.84278993,1.348020793,3.068976054,0.124925456,1.649531831
*CCCCCOc1ccc(C(=O)N(C(=O)c2ccc(O*)cc2)c2cccc3ccccc23)cc1,1.136888411,22.1545645,0.10312589,3005.25738,2941.901976,2993235403,3057719802,21.04530809,1.240491884,2.813246252,0.061486244,1.603980788
*CCOCCOc1ccc(C(=O)N(C(=O)c2ccc(O*)cc2)c2cccc3ccccc23)cc1,1.175266455,22.22891044,0.103202807,2897.734398,2847.757061,3826555336,3893536302,26.05927671,1.359821425,2.897246443,0.028532644,1.592929697
*CCCOc1ccc(C(=O)N(C(=O)c2ccc(O*)cc2)c2cc(C)cc(C)c2)cc1Cl,1.161617564,22.87345957,0.101741711,2950.03858,2761.479166,1513766809,1617180216,28.18634868,1.321329821,2.848680242,0.063348325,1.589764266
*CCCCCCOc1ccc(C(=O)N(C(=O)c2ccc(C(=O)O*)cc2)c2ccccc2)cc1,1.135947804,19.92829058,0.093762225,3054.246227,3005.805824,3624973787,3683363959,20.68242947,1.318853557,2.744910591,0.059605179,1.557580507
*CCCCCCOc1ccc(C(=O)N(C(=O)c2ccc(OCCCCC*)cc2)c2ccccc2)cc1,1.070988678,21.46049445,0.107407067,3945.938102,3615.583667,2635545419,2876111055,19.2204556,1.298629444,2.750662145,0.048619498,1.565896772
*Oc1cccc(S(=O)(=O)c2ccc(Oc3ccc4c(c3)C(=O)N(*)C4=O)cc2)c1,1.331336778,22.90477993,0.091935209,2425.712437,2386.767949,4111226840,4178368492,22.31442447,1.381616572,3.068726236,0.03489457,1.639240575
*c1ccc(Oc2cccc(Oc3ccc4c(c3)C(=O)N(c3cccc(*)c3)C4=O)c2)cc1,1.218210995,20.72697795,0.088200145,2690.189673,2584.02985,2958984932,3080546647,24.78855987,1.189583834,2.890761477,0.048552101,1.643525979
*CC(O)COc1ccc(C(=O)N(C(=O)c2ccc(O*)cc2)c2cc(C)cc(C)c2)cc1,1.135440008,21.45633266,0.101153701,3093.050474,3077.11607,3378710387,3396243042,28.64626685,1.346890599,2.85488847,0.099655802,1.583665959
*c1nc2cc3sc(-c4ccc(Oc5ccc6c(c5)C(=O)N(*)C6=O)cc4)nc3cc2s1,1.336782811,33.74116478,0.128861428,2113.251542,2099.132594,3783389353,3808867502,62.15276456,1.188841566,3.360556588,0.051072166,1.780930942
*c1ccc(-c2ccc(Oc3ccc4c(c3)C(=O)N(c3cccc(*)c3)C4=O)cc2)cc1,1.188934478,29.16758928,0.12714218,2799.16252,2786.848786,2783564365,2795610145,59.14547388,1.149449569,2.96076781,0.08479215,1.676698614
*Oc1ccc2c(c1)C(=O)N(c1c(C)cc(Cc3cc(C)c(*)c(C)c3)cc1C)C2=O,1.068910475,24.27887022,0.113075247,3076.013684,2889.995816,2000648990,2129415758,36.00910668,1.118576732,2.588537836,0.104195184,1.57161099
*CCCCCCOc1ccc(C(=O)N(C(=O)c2ccc(OC*)cc2)c2cc(C)cc(C)c2)cc1,1.081275089,22.06190164,0.109792972,3270.293701,3191.309633,3303712553,3385050116,29.33131291,1.238011815,2.750151502,0.061333305,1.584973087
*CC(=O)OC(=O)COc1ccc(C(=O)N(C(=O)c2ccc(O*)cc2)c2ccccc2)cc1,1.245851707,20.57337238,0.089300282,2811.274177,2748.74345,4030970707,4122646700,25.23501316,1.484536688,3.019764884,0.031983451,1.592239993
*CCCCCOc1ccc(C(=O)N(C(=O)c2ccc(O*)cc2OC)c2cc(C)cc(C)c2)cc1,1.107017587,21.31490907,0.101801193,3340.767026,3179.147409,2840568027,2984945392,23.57133826,1.250717634,2.728764918,0.060563794,1.574181464
*CCCCCCOc1ccc(C(=O)N(C(=O)c2ccc(CO*)cc2)c2cc(C)cc(C)c2)cc1,1.081019758,21.93211533,0.109147079,3293.055729,3213.357159,3023232552,3097701975,29.28328557,1.335172438,2.737283852,0.034467748,1.549874645
*CCCCCCCCOc1ccc(C(=O)N(C(=O)c2ccc(O*)cc2)c2cc(C)cc(C)c2)cc1,1.066027218,24.04693818,0.117532263,3179.633512,3067.636676,2902300266,3008176531,29.9350456,1.217097641,2.678463988,0.048145045,1.568874229
*CCCCCCOc1ccc(C(=O)N(C(=O)c2ccc(O*)cc2Cl)c2cccc3ccccc23)cc1,1.147598105,22.49082745,0.102135554,2913.33134,2832.042869,3026824573,3113686485,37.52204282,1.204891786,2.658415012,0.091939203,1.566372633
*Oc1ccc(Oc2ccc3c(c2)C(=O)N(c2cccc(Oc4ccc(*)cc4)c2)C3=O)cc1C,1.21558953,20.40152746,0.088062802,2959.885833,2703.528712,1646031583,1801852177,20.34677527,1.167665056,2.868852271,0.048173419,1.643528891
*CCCCCCOc1ccc(C(=O)N(C(=O)c2ccc(O*)cc2)c2cc(C)cc(C)c2)cc1OC,1.092842972,19.63285116,0.095718953,3144.885992,3053.595696,2715182505,2796429884,20.76144804,1.388158333,2.846234712,0.100429646,1.567825366
*CCCCCCOc1ccc(C(=O)N(C(=O)c2ccc(O*)cc2)c2cccc3ccccc23)cc1Cl,1.15498209,24.38425656,0.110734012,2997.195647,2903.130965,3003190705,3100426849,35.80634389,1.25289447,2.718370364,0.112805652,1.570183395
*CC(COc1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(*)cc3)cc1)C2=O)OC(C)=O,1.223203464,24.27499291,0.10894672,2795.07583,2596.089639,1977716973,2129028912,48.82604817,1.317458448,2.93676987,0.051048534,1.618428689
*c1cnc2cc3ncc(-c4ccc(Oc5ccc6c(c5)C(=O)N(*)C6=O)cc4)nc3cc2n1,1.24064961,30.31973946,0.123467412,2429.618911,2412.772239,3190089753,3212486230,52.11854911,1.182855302,3.226463171,0.055014743,1.744593898
*CCCOc1ccc2c(c1)C(=O)N(c1c(C)cc(Cc3cc(C)c(*)c(C)c3)cc1C)C2=O,1.0833785,21.17294081,0.102111353,3072.091457,3004.831363,3321087605,3395249432,19.27160235,1.160181858,2.701424468,0.053764621,1.594127539
*CC(COc1ccc(C(=O)N(C(=O)c2ccc(O*)cc2)c2ccccc2)cc1C)OC(=O)CCl,1.216784445,19.11202589,0.082896961,2851.329318,2785.948707,2913414128,2981872394,19.21183378,1.50600843,2.941612724,0.052593465,1.56064227
*CCCCCCOc1ccc(C(=O)N(C(=O)c2ccc(O*)cc2)c2cc(C)cc(C)c2)c(OC)c1,1.093767944,21.55890574,0.105109333,3232.131532,3163.909874,2866229623,2928450267,38.56587252,1.226864668,2.692527589,0.081960502,1.57024295
*CC(O)COc1ccc(C(=O)N(C(=O)c2ccc(O*)cc2)c2cc(C)cc(C)c2)c(OC)c1,1.135634717,18.85780623,0.088252209,3365.026662,2953.903886,1980387134,2255431740,27.3932653,1.455741455,2.920547673,0.043383001,1.569970133
*CCCCCCOc1ccc(C(=O)N(C(=O)c2ccc(Oc3ccc(*)cc3)cc2)c2ccccc2)cc1,1.111577093,21.94268157,0.104619889,3137.916955,3084.642824,3241891646,3297960206,31.50049134,1.220839735,2.827551744,0.068886204,1.614531514
*N1C(=O)c2ccc(Oc3cc4ccccc4cc3Oc3ccc4c(c3)C(=O)N(*)C4=O)cc2C1=O,1.259939846,18.82010054,0.075401794,2573.509515,2563.091855,3314918791,3328389688,21.75374768,1.249433371,2.925005484,0.055736282,1.635717614
*CC(O)COc1ccc(C(=O)N(C(=O)c2ccc(O*)cc2)c2ccc(Oc3ccccc3)cc2)cc1,1.191715326,19.71626296,0.088316088,3073.813549,2890.038023,3014981538,3206702069,19.66715115,1.378978485,2.949816031,0.052761141,1.603383156
*CCCCCOc1ccc2c(c1)C(=O)N(c1c(C)cc(Cc3cc(C)c(*)c(C)c3)cc1C)C2=O,1.063865989,22.85725776,0.114347525,3185.518151,3143.864398,3419355561,3464609221,38.98381934,1.252137443,2.764255102,0.041850226,1.584966138
*Oc1ccc(Cc2ccc(Oc3cc4ccccc4cc3Oc3ccc4c(c3)C(=O)N(*)C4=O)cc2)cc1,1.222575716,22.34464624,0.096250731,2929.468527,2760.673096,2352726231,2496415579,24.37301377,1.25780472,2.989281806,0.03215574,1.65271809
*CC(O)COc1ccc2c(c1)C(=O)N(c1c(C)cc(-c3cc(C)c(*)c(C)c3)cc1C)C2=O,1.09098644,29.85820395,0.143600753,3084.707471,3081.399956,2710830074,2713744312,54.46878729,1.311826402,2.866230751,0.03697057,1.598250402
*CC(O)COc1ccc2c(c1)C(=O)N(c1c(C)cc(Cc3cc(C)c(*)c(C)c3)cc1C)C2=O,1.084259081,20.95990544,0.098878936,3005.39479,2955.443009,2931424602,2981273039,22.99451142,1.283933878,2.771626722,0.063396472,1.577242164
*CCCCCOc1ccc(C(=O)N(C(=O)c2ccc(O*)cc2)c2ccc(Oc3ccccc3)cc2)cc1OC,1.180516967,17.14801487,0.078735575,3172.493543,2988.166768,2596671141,2756227473,21.60868221,1.248064597,2.839686947,0.054041248,1.609851654
*CCCCCCOc1ccc(C(=O)N(C(=O)c2ccc(OCC(C*)OC(C)=O)cc2)c2ccccc2)cc1,1.108026463,21.3733203,0.103209855,3396.483554,3116.519478,2681548766,2921893229,31.39430904,1.444289927,2.824306376,0.068129754,1.542730193
*CCCCCCOc1ccc(C(=O)N(C(=O)c2ccc(O*)cc2)c2ccc(Oc3ccccc3)cc2)cc1Cl,1.182884745,14.19935603,0.063861258,3024.749838,2952.267414,3016109030,3089934132,7.902707241,1.545930236,3.105654699,0.065400436,1.599913893
*CCCCCCOc1ccc(C(=O)N(C(=O)c2ccc(O*)cc2)c2ccc(Oc3ccccc3)cc2)cc1OC,1.140397897,21.75460028,0.102459902,3146.718726,3021.278597,3201114210,3333922654,30.6767877,1.330354003,2.853451188,0.073877659,1.588426009
*c1ccc(C(=O)c2ccc(Oc3ccc4c(c3)C(=O)N(c3cc(*)cc(C)c3)C4=O)cc2)cc1,1.179835694,23.30394258,0.10114594,2704.803545,2678.103718,3611617132,3647508620,25.90275196,1.240109935,2.99012004,0.060741467,1.658315442
*CCCCCCOc1ccc(C(=O)N(C(=O)c2ccc(O*)cc2)c2cc(C)cc(C(C)(C)C)c2)cc1,1.047649477,20.92442898,0.104724127,3398.167549,3255.6806,2545377815,2656703347,16.7892573,1.227714962,2.614021542,0.038238403,1.544767484
*Oc1ccc(C(=O)N(C(=O)c2ccc(Oc3ccc(-c4nnc(*)o4)cc3)cc2)c2ccccc2)cc1,1.21820178,22.35598822,0.094407695,2610.286836,2558.756163,2645993282,2699123266,30.52177899,1.354194647,2.984990788,0.053833519,1.621972916
*c1ccc(Oc2cccc(N3C(=O)c4ccc(Oc5ccc(-c6nnc(*)o6)cc5)cc4C3=O)c2)cc1,1.262279262,23.86359358,0.101030594,2514.117578,2467.996644,3715906693,3785315556,34.75878264,1.216157515,3.024143201,0.051567965,1.675704534
*Oc1ccc(C(=O)N(C(=O)c2ccc(OCCOc3ccc(C(*)=O)cc3OC)cc2)c2ccccc2)cc1,1.196063062,18.736202,0.084131089,2776.309217,2730.643339,3379611287,3436010513,14.98586942,1.355525368,2.891053872,0.048775225,1.592334294
*c1ccc(C(=O)c2ccc(Oc3cc4ccccc4cc3Oc3ccc4c(c3)C(=O)N(*)C4=O)cc2)cc1,1.201581883,17.70412184,0.076451411,2689.411042,2642.921845,2869208069,2919536367,9.624883433,1.228217603,2.975992898,0.041938087,1.657641485
*CCCCCCOc1ccc(C(=O)N(C(=O)c2ccc(O*)c(CC)c2)c2ccc(Oc3ccccc3)cc2)cc1,1.118256811,17.84823996,0.084246522,3074.592422,2996.421079,3211918126,3293876855,15.54237433,1.207900825,2.722891371,0.099979422,1.585872172
*c1ccc(C(C)(C)c2ccc(Oc3ccc4c(c3)C(=O)N(c3cc(*)cc(C)c3)C4=O)cc2)cc1,1.1070992,22.49529084,0.105553004,2826.179748,2735.121718,2819014158,2912838980,28.20052124,1.14293869,2.717415763,0.064071119,1.604517707
*CCCCCOc1ccc(N2C(=O)c3ccc(Oc4ccc(C(=O)Nc5ccc(*)cc5)cc4)cc3C2=O)cc1,1.195682839,26.19315865,0.120960563,2948.10045,2913.835514,3533804420,3575389487,41.06408187,10.09944932,11.8800521,0.054010669,1.667513951
*C(=O)c1ccc(OCCOc2ccc(C(=O)Oc3ccc4c(c3)C(=O)N(*)C4=O)cc2Cl)c(Cl)c1,1.371178364,23.60439351,0.09129197,2396.38102,2333.389098,3746558538,3847529584,20.48596759,1.606032089,3.312427117,0.058254044,1.645112467
*CCCCCCOc1ccc(C(=O)N(C(=O)c2ccc(OCCCC*)cc2)c2ccc(Oc3ccccc3)cc2)cc1,1.100216607,19.74955378,0.094514439,3340.973953,3124.066505,3204274506,3425505173,20.3593799,1.374818762,2.88058676,0.096266359,1.58296178
*c1ccc(S(=O)(=O)c2ccc(Oc3ccc(Oc4ccc5c(c4)C(=O)N(*)C5=O)cc3)cc2)cc1,1.262526511,24.33298181,0.100410063,2445.539551,2433.013487,3351614051,3368957320,32.99017232,1.332527652,2.964138817,0.06126828,1.622224142
*CCCOc1ccc2cc(Oc3ccc4c(c3)C(=O)N(c3cccc(Oc5ccc(*)cc5)c3)C4=O)ccc2c1,1.200884485,23.42364757,0.104684297,2756.467517,2733.264935,3644354159,3675478870,31.4374692,1.20457577,3.062628638,0.057736469,1.690577673
*c1ccc(C(=O)Nc2ccc(Oc3cc4ccccc4cc3Oc3ccc4c(c3)C(=O)N(*)C4=O)cc2)cc1,1.21379359,21.45103061,0.090952976,2615.831187,2588.603555,3636743049,3674993559,24.81123158,1.373687364,3.149782365,0.054247185,1.666161757
*CCCCCCOc1ccc(C(=O)N(C(=O)c2ccc(OC(C)C*)cc2)c2ccc(Oc3ccccc3)cc2)cc1,1.102779308,13.04255143,0.063363988,2931.922065,2922.330902,2743200386,2752208645,7.980150884,1.406273473,2.889082267,0.060174053,1.575693115
*c1cccc(N2C(=O)c3ccc(Oc4ccc5c(c4)C(=O)N(c4cccc(*)c4)C5=O)cc3C2=O)c1,1.246873438,22.98887553,0.09622397,2641.912243,2597.381774,3259833725,3315662967,27.2542553,1.243881433,3.095152902,0.085345142,1.688570836
*Oc1ccc(C(C)(C)c2ccc(N3C(=O)c4ccc(Oc5ccc(OC(*)=O)cc5)cc4C3=O)cc2)cc1,1.204343005,20.50432212,0.090724878,2808.524385,2751.186777,3184809774,3251099135,18.96082354,1.285539035,2.964056112,0.103928643,1.636617572
*CCCCCCOc1ccc(C(=O)N(C(=O)c2ccc(CNC(=O)CCCCCC*)cc2)c2cccc3ccccc23)cc1,1.077770077,20.15502243,0.098383706,3294.193185,3195.195686,3669478564,3783263444,34.16262433,1.598519919,3.008208265,0.072698496,1.552317089
*c1ccc(NC(=O)c2ccc(Oc3cccc4c(Oc5ccc6c(c5)C(=O)N(*)C6=O)cccc34)cc2)cc1,1.227819061,32.20564161,0.13655283,2811.64686,2776.733409,3343625456,3385611524,67.08718402,1.367323858,3.198964733,0.07238096,1.682748013
*CCOCCOCCOC(=O)c1ccc(C(=O)N(C(=O)c2ccc(O*)cc2)c2ccc(Oc3ccccc3)cc2)cc1,1.196123298,15.59173851,0.071090382,2980.091293,2866.119335,3456601672,3593896496,12.3579417,1.371017954,2.818913444,0.051089812,1.564575179
*c1cccc2c1N2C(=O)c1ccc(Oc2ccc3ccc(Oc4ccc5c(c4)C(=O)N(*)C5=O)cc3c2)cc1,1.258922881,21.43673986,0.091112908,2577.427982,2508.755791,3177620963,3264575478,20.50251683,1.266927539,3.227264155,0.035401889,1.720562878
*CCOc1ccc(Oc2ccc(N3C(=O)c4ccc(Oc5ccc(Oc6ccc(*)cc6)cc5)cc4C3=O)cc2)cc1,1.226636349,24.30709018,0.105237567,2704.655309,2668.704616,3623212522,3672026329,27.17338406,2.048979102,3.901974175,0.100386885,1.689081133
*CCCNC(=O)CCCC(=O)O*,1.15120938,20.11540261,0.10024318,3318.640818,3198.226941,4994469425,5182525458,21.54932529,2.070190698,3.289513269,0.063251802,1.489739095
*OCOCCCCSCCCCC(=O)O*,1.130109288,23.37726585,0.114690223,3305.084933,3080.425756,3337746979,3581113661,27.51805939,2.704872023,3.889606129,0.037637983,1.478084607
*CCOCCOCCOC(=O)COCC*,1.142411381,20.69467439,0.105930372,3504.037768,3324.002908,3943979268,4157563648,24.26063037,2.687985928,3.821391895,0.074631719,1.460618351
*CCOCCCCC(=O)OCCOCC*,1.07396449,21.48891817,0.115245197,3742.933914,3568.036348,3628910176,3806805875,24.98096388,2.910519521,4.058522685,0.046810898,1.465606756
*CCOC(=O)CCC1CCC(*)O1,1.105678565,17.8321902,0.091947072,3292.659784,3177.164853,3840628676,3980155335,18.04984986,1.32364128,2.497905076,0.027250392,1.474538503
*CCCCCOC(=O)COCC(O)C*,1.09045535,19.49436184,0.102402872,3887.413222,3631.179971,3719865569,3981796796,22.04181538,1.632060476,2.771770784,0.037868561,1.462774866
*CCOCCOC(=O)C(CC)CCO*,1.07963557,18.86599807,0.09910211,3527.531122,3335.450146,3082102832,3259613185,15.4768789,1.684654209,2.790301751,0.045557768,1.451084953
*CCOCCOC(=O)CCCCSSCCO*,1.190120095,19.77841763,0.092824662,3062.661686,2931.226871,3625629058,3788066070,20.71611415,1.978423363,3.252480267,0.051542365,1.507997647
*OC(=O)CCC(=O)OCC(C)O*,1.213413683,21.23526846,0.097628192,2858.39885,2751.824545,4051151532,4207839677,22.63040571,2.001826787,3.070240224,0.024140917,1.438197983
*CCOCCOCCOC(=O)CCCCCO*,1.098861069,20.62180354,0.109499317,3890.365979,3608.478166,3469335637,3739987830,26.06089486,3.831602358,4.979874071,0.054165743,1.46569837
*CCCC(=O)NCCCCCC(=O)O*,1.093615691,20.70428081,0.107672585,3304.266316,3215.19361,4544092120,4669738950,24.03408348,1.725625146,2.891714913,0.023556225,1.471764168
*OCCCC(=O)NCCCCC(=O)O*,1.157547928,20.05904265,0.100017224,3356.756348,3269.156412,5075994405,5211920653,18.50829043,2.24724889,3.385720714,0.047046906,1.462351471
*CCOC(=O)Cc1cccc(O*)c1,1.206005439,18.19972866,0.08480815,2947.725133,2828.403851,3879277830,4042291402,14.24334366,1.411240917,2.814077606,0.042215153,1.550108606
*OC(CO)COC(=O)COCC(*)=O,1.318349503,19.19402756,0.086033844,2737.394164,2688.359148,6133336192,6245392363,27.52504296,2.581553744,3.717201069,0.016640127,1.461385413
*OCCOCCOC(=O)c1ccc(*)o1,1.278351581,19.31803503,0.086916464,2769.582752,2690.347884,4604274658,4739383620,24.29642031,1.524604123,2.800257668,0.031231449,1.508526945
*OCCOCCOC(=O)CCCC(=O)O*,1.218706943,20.11827214,0.09557196,3297.884012,2989.925739,3647632311,4021932309,22.49479021,2.705392875,3.791061437,0.035891112,1.444184393
*CCCOCCOC(=O)COCC(=O)O*,1.23677239,23.10681621,0.109769055,3016.297037,2896.837878,4661683905,4852565282,36.98572059,2.024980024,3.180995908,0.060097352,1.468337796
*CCOCCOC(=O)CCCCNC(=O)C*,1.135204201,20.8924065,0.108208356,3544.125103,3483.977612,4987212020,5073337754,24.36392139,1.826039446,3.006229112,0.032020115,1.476546534
*CCCCCCCCOC(=O)COCC(*)=O,1.060225452,21.96388724,0.114051654,3767.655098,3622.631876,3709142385,3857494777,21.96391844,2.103828682,3.237853124,0.053427829,1.460830053
*CCOCCOC(=O)C(C*)CCCCCCC,0.9658495,16.76953213,0.094494573,3930.352911,3689.324566,2484304556,2646654091,13.25846893,1.306702969,2.406186493,0.032317641,1.448959463
